"3星母艦(X,Y)","2星本命(X,Y)",絕對狙擊雙膽組合,歷史總產生,歷史總命中,回測期望真實勝率,常態性判定
"(5, 4)","(9, 9)","(33, 36)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 11)","(13, 18)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(13, 18)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(13, 27)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 12)","(13, 27)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(11, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(16, 13)","(36, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 13)","(36, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(4, 6)",3,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 11)","(4, 6)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(4, 29)",1,0,0.0%,☠️ 雜訊
"(7, 8)","(12, 14)","(4, 15)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(26, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(6, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 11)","(6, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 10)","(12, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 11)","(21, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(31, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(31, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(27, 31)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(27, 33)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(27, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(13, 26)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(13, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 7)","(9, 15)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(9, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 7)","(13, 14)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 7)","(13, 14)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 8)","(13, 21)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 14)","(6, 9)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(9, 20)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(9, 9)","(8, 15)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(8, 36)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 12)","(8, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(17, 37)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(6, 13)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 8)","(6, 13)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(13, 16)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 12)","(31, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(8, 27)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 8)","(5, 35)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 7)","(30, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(8, 24)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 12)","(8, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(24, 26)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 8)","(17, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(28, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 10)","(28, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 11)","(8, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 5)","(15, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 8)","(27, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 12)","(4, 11)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 12)","(4, 11)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(4, 39)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 9)","(6, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 10)","(6, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(33, 34)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 9)","(24, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(6, 18)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(16, 13)","(23, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(16, 13)","(23, 34)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(16, 13)","(23, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(32, 34)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 12)","(1, 24)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(1, 34)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(1, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(10, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(10, 34)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(9, 10)","(4, 16)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(9, 10)","(4, 16)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 14)","(4, 30)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(15, 14)","(4, 30)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 14)","(4, 30)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 7)","(6, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(12, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(4, 18)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 12)","(1, 30)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(1, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(4, 27)",7,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 9)","(4, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(4, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(4, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(4, 17)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(4, 26)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 10)","(3, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(20, 23)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 12)","(6, 17)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(20, 27)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(20, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(6, 20)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(20, 34)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 7)","(26, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(4, 6)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(5, 6)","(14, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(2, 6)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 6)","(2, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(13, 34)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(29, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(8, 20)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 6)","(14, 33)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(14, 39)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(33, 39)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 9)","(23, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(34, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 8)","(4, 5)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(1, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(5, 7)","(9, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 6)","(9, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 6)","(28, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(17, 32)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(17, 38)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(32, 38)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 10)","(23, 33)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(10, 10)","(23, 35)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(13, 12)","(33, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(3, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 8)","(3, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 8)","(3, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(29, 35)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(7, 8)","(29, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(8, 32)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 11)","(35, 36)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 8)","(35, 38)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 9)","(7, 8)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(7, 30)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(8, 30)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(2, 8)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(9, 10)","(29, 33)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 11)","(3, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(8, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 11)","(10, 36)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 11)","(10, 36)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(14, 11)","(10, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(18, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 12)","(18, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 12)","(22, 36)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(21, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(27, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 7)","(31, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(8, 18)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 9)","(8, 18)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(8, 24)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(18, 24)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(15, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(18, 34)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(13, 11)","(18, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(7, 36)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(7, 36)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(10, 18)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 12)","(23, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(23, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 8)","(26, 36)",3,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 10)","(4, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(20, 30)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 12)","(20, 21)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 8)","(20, 22)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 9)","(2, 18)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 10)","(3, 18)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 8)","(4, 21)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(11, 36)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(2, 4)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 14)","(2, 34)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(4, 34)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(7, 9)","(2, 9)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(9, 17)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 9)","(9, 17)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 12)","(36, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(12, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(20, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(19, 36)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(11, 31)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(21, 31)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(11, 18)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(11, 18)",2,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 11)","(18, 23)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(10, 9)","(23, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(18, 27)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(27, 34)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(18, 21)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 8)","(18, 21)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 7)","(21, 36)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 13)","(35, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 6)","(18, 28)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 9)","(28, 34)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 10)","(29, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(29, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(34, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(9, 16)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 7)","(9, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 13)","(16, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(9, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(16, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(11, 20)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 10)","(16, 35)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 9)","(16, 37)",4,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 10)","(35, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(1, 19)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(1, 19)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 8)","(10, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(13, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(1, 16)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(1, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(16, 38)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(5, 7)","(9, 14)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(9, 31)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 6)","(1, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 8)","(6, 29)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 12)","(6, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(5, 16)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 14)","(16, 20)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 11)","(16, 31)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 8)","(1, 2)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(1, 11)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 10)","(2, 11)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(9, 18)",6,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 5)","(9, 21)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 11)","(15, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(25, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 6)","(30, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 6)","(2, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 9)","(9, 12)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(12, 16)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(8, 7)","(22, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 5)","(9, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 8)","(16, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 9)","(16, 36)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(5, 5)","(25, 30)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(14, 10)","(25, 38)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(14, 10)","(25, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(17, 17)","(4, 13)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(17, 17)","(4, 13)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(17, 17)","(4, 13)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(9, 13)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(9, 13)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(9, 13)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 11)","(4, 37)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 11)","(4, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(4, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 14)","(13, 37)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 14)","(13, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(9, 21)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(9, 21)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 11)","(13, 21)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 11)","(13, 21)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 13)","(1, 13)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(13, 13)","(1, 13)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(11, 11)","(13, 23)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 13)","(12, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 13)","(12, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 8)","(28, 37)",3,0,0.0%,☠️ 雜訊
"(7, 6)","(10, 8)","(28, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 14)","(5, 30)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 9)","(13, 25)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(13, 9)","(13, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(25, 37)",4,0,0.0%,☠️ 雜訊
"(8, 6)","(12, 9)","(25, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 8)","(13, 39)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(12, 8)","(13, 39)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 8)","(13, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 9)","(21, 39)",4,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 9)","(21, 39)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 13)","(1, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 14)","(3, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 14)","(3, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(20, 21)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(20, 23)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(21, 23)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 12)","(25, 39)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(13, 12)","(25, 39)",1,0,0.0%,☠️ 雜訊
"(8, 6)","(13, 12)","(25, 39)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(5, 7)","(5, 7)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(1, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(15, 20)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(9, 10)","(15, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 10)","(1, 21)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 7)","(5, 28)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(15, 13)","(37, 39)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(15, 13)","(37, 39)",1,0,0.0%,☠️ 雜訊
"(8, 6)","(15, 13)","(37, 39)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(15, 13)","(37, 39)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 12)","(23, 37)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(11, 10)","(20, 35)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 11)","(6, 37)",2,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 11)","(6, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 11)","(6, 39)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(4, 21)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 6)","(15, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 6)","(26, 32)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 9)","(8, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(6, 6)","(26, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(6, 25)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 9)","(6, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 13)","(9, 37)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 13)","(9, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 11)","(13, 38)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 11)","(13, 38)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(13, 11)","(13, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 11)","(24, 37)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(13, 10)","(4, 25)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(13, 10)","(4, 25)",1,0,0.0%,☠️ 雜訊
"(7, 6)","(13, 10)","(4, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 13)","(21, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(10, 13)","(21, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 13)","(21, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(11, 10)","(6, 35)",3,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 10)","(6, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(9, 8)","(6, 38)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 10)","(5, 13)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 7)","(17, 20)",2,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 10)","(37, 38)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 10)","(12, 21)",3,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 7)","(7, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(8, 11)","(6, 27)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 10)","(25, 27)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(25, 27)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(11, 8)","(10, 21)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(10, 12)","(10, 37)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 9)","(35, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 7)","(6, 23)",4,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(6, 29)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 8)","(1, 25)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 6)","(5, 14)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(5, 34)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(8, 6)","(11, 12)",1,0,0.0%,☠️ 雜訊
"(7, 3)","(9, 10)","(11, 22)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(10, 7)","(8, 19)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(8, 8)","(11, 19)",2,0,0.0%,☠️ 雜訊
"(5, 4)","(7, 5)","(11, 20)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 12)","(11, 35)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(14, 11)","(21, 37)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 12)","(32, 37)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(12, 9)","(7, 25)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(9, 9)","(7, 37)",3,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 8)","(25, 28)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(7, 7)","(1, 11)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(6, 9)","(1, 32)",1,0,0.0%,☠️ 雜訊
"(5, 5)","(12, 10)","(11, 32)",1,0,0.0%,☠️ 雜訊
"(6, 5)","(12, 10)","(11, 32)",1,0,0.0%,☠️ 雜訊
"(5, 4)","(11, 13)","(17, 37)",1,0,0.0%,☠️ 雜訊
